WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,"Loyal Toast Chain Simitar",,,1,7,2,1,70,60,,70,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,12000,,3000,,,,60,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,501;502;503;504;505,1349,551;552;553;554;555;556;557;558,58,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqb07,iwqb07_L,iwqb07_L_01,iwqb07_L_02,,,iwqb07_R,iwqb07_R_01,iwqb07_R_02,,,Blink_wp_L,,,Blink_bk_L,Blink_wp_R,Blink_bk_R,,,,,,1,
557,"Valiant Song Chain Simitar",,,1,7,2,1,80,70,,80,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,15000,,3000,,,,70,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,501;502;503;504;505,1349,551;552;553;554;555;556;557;558,58,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqb08,iwqb08_L,iwqb08_L_01,iwqb08_L_02,,,iwqb08_R,iwqb08_R_01,iwqb08_R_02,,,Blink_wp_L,,,Blink_bk_L,Blink_wp_R,Blink_bk_R,,,,,,1,
558,"Destroy King Chain Simitar",,,1,7,2,1,90,80,,90,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,20000,,3000,,,,80,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,501;502;503;504;505,1349,551;552;553;554;555;556;557;558,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqb09,iwqb09_L,iwqb09_L_01,iwqb09_L_02,,,iwqb09_R,iwqb09_R_01,iwqb09_R_02,,,Blink_wp_L,,,Blink_bk_L,Blink_wp_R,Blink_bk_R,,,,,,1,
559,,,,1,7,2,1,99,90,,100,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,25000,,3000,,,,90,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,501;502;503;504;505,,551;552;553;554;555;556;557;558,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqb10,iwqb10_L,iwqb10_L_01,iwqb10_L_02,,,iwqb10_R,iwqb10_R_01,iwqb10_R_02,,,Blink_wp_L,,,Blink_bk_L,Blink_wp_R,Blink_bk_R,,,,,,1,
560,"Blue Steel Dagger",,,1,8,2,1,10,1,,10,,,,,,,,,0,1,0,0,,,1,1,1,,,,,,,,1,100,,3000,,,,5,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa01,iwqa01,iwqa01,iwqa01,,,iwqa01,iwqa01,iwqa01,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
561,"Sky Iron Dagger",,,1,8,2,1,20,10,,20,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,500,,3000,,,,15,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa02,iwqa02,iwqa02_01,iwqa02_01,,,iwqa02,iwqa02_01,iwqa02_01,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
562,"Green Rock Dagger",,,1,8,2,1,30,20,,30,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,1000,,3000,,,,25,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa03,iwqa03,iwqa03_01,iwqa03_01,,,iwqa03,iwqa03_01,iwqa03_01,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
563,"Ice Block Dagger",,,1,8,2,1,40,30,,40,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,3000,,3000,,,,35,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa04,iwqa04,iwqa04_01,iwqa04_02,,,iwqa04,iwqa04_01,iwqa04_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
564,"Cold Blood Dagger",,,1,8,2,1,50,40,,50,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,5000,,3000,,,,45,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa05,iwqa05,iwqa05_01,iwqa05_02,,,iwqa05,iwqa05_01,iwqa05_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
565,"Soul Recall Dagger",,,1,8,2,1,60,50,,60,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,8000,,3000,,,,55,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa06,iwqa06,iwqa06_01,iwqa06_02,,,iwqa06,iwqa06_01,iwqa06_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
566,"Flighty Spirit Dagger",,,1,8,2,1,70,60,,70,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,12000,,3000,,,,65,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa07,iwqa07,iwqa07_01,iwqa07_02,,,iwqa07,iwqa07_01,iwqa07_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
567,"Black Fire Dagger",,,1,8,2,1,80,70,,80,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,15000,,3000,,,,75,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa08,iwqa08,iwqa08_01,iwqa08_02,,,iwqa08,iwqa08_01,iwqa08_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
568,"Dragon Soul Dagger",,,1,8,2,1,90,80,,90,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,20000,,3000,,,,85,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,1350,561;563;564;565;562;566;567;568,59,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa09,iwqa09,iwqa09_01,iwqa09_02,,,iwqa09,iwqa09_01,iwqa09_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
569,,,,1,8,2,1,99,90,,100,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,1,25000,,3000,,,,95,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,511;513;514;515;512,,561;563;564;565;562;566;567;568,59,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa10,iwqa10,iwqa10_01,iwqa10_02,,,iwqa10,iwqa10_01,iwqa10_02,,,Blink_wp_L,,,Blink_LG_L,Blink_wp_R,Blink_LG_R,,,,,,1,
570,"Hasty Shoes",,,2,,2,5,50,5,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,300,,3000,,,,,,,,,,,,,,,,,,,,,,521;522,,571;572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqq01,iw_crystal,iw_crystal,iw_crystal,,,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,0,
571,"Theurgy Bell",,,2,,2,10,50,10,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,1800,,3000,,,,,,,,,,,,,,,,,,,,,,523;524,,573;574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqq02,iw_crystal,iw_crystal,iw_crystal,,,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,0,
572,"Array Flag",,,2,,2,20,50,20,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,600,,3000,,,,,,,,,,,,,,,,,,,,,,525;526,,575;576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqq03,iw_crystal,iw_crystal,iw_crystal,,,iw_crystal,iw_crystal,iw_crystal,,,,,,,," ",,,,,,0,
573,"Dragon Roc",,,2,,2,30,50,30,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,600,,3000,,,,,,,,,,,,,,,,,,,,,,527;528,,577;578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqq04,iw_crystal,iw_crystal,iw_crystal,,,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,0,
574,"Blue Field Cuirass",,,3,,2,8,,8,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,250,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq001,bpq02,bpq02_01,bpq02_01,,,,,,,,,,,,,,,,,,,1,
575,"Purple Crystal Cuirass",,,3,,2,18,,18,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,500,,3000,,,,18,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq002,bpq03,bpq03_01,bpq03_01,,,,,,,,,,,,,,,,,,,1,
576,"Sky Thunder Cuirass",,,3,,2,28,,28,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1500,,3000,,,,28,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq003,bpq04,bpq04_01,bpq04_02,,,,,,,,,,,,,,,,,,,1,
577,"Hundred Fights Battle Cuirass",,,3,,2,38,,38,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2500,,3000,,,,38,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq004,bpq05,bpq05_01,bpq05_02,,,,,,,,,,,,,,,,,,,1,
578,"Demon Ruin Battle Cuirass",,,3,,2,48,,48,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,4000,,3000,,,,48,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq005,bpq06,bpq06_01,bpq06_02,,,,,,,,,,,,,,,,,,,1,
579,"Greedy Wolf Battle Cuirass",,,3,,2,58,,58,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,6000,,3000,,,,58,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq006,bpq07,bpq07_01,bpq07_02,,,,,,,,,,,,,,,,,,,1,
580,"Loyal Toast Elite Cuirass",,,3,,2,68,,68,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,7500,,3000,,,,68,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq007,bpq08,bpq08_01,bpq08_02,,,,,,,,,,,,,,,,,,,1,
581,"Valiant Song Elite Cuirass",,,3,,2,78,,78,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,10000,,3000,,,,78,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq008,bpq09,bpq09_01,bpq09_02,,,,,,,,,,,,,,,,,,,1,
582,"Destroy King Elite Cuirass",,,3,,2,88,,88,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,12500,,3000,,,,88,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq009,bpq10,bpq10_01,bpq10_02,,,,,,,,,,,,,,,,,,,1,
583,"Blue Field Armguard",,,4,,2,3,,3,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,100,,3000,,,,3,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq010,hpq02,hpq02_01,hpq02_01,,,,,,,,,,,,,,,,,,,1,
584,"Purple Crystal Armguard",,,4,,2,13,,13,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,200,,3000,,,,13,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq011,hpq03,hpq03_01,hpq03_01,,,,,,,,,,,,,,,,,,,1,
585,"Sky Thunder Armguard",,,4,,2,23,,23,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,600,,3000,,,,23,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq012,hpq04,hpq04_01,hpq04_02,,,,,,,,,,,,,,,,,,,1,
586,"Hundred Fights Armguard",,,4,,2,33,,33,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1000,,3000,,,,33,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq013,hpq05,hpq05_01,hpq05_02,,,,,,,,,,,,,,,,,,,1,
587,"Demon Ruin Armguard",,,4,,2,43,,43,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1600,,3000,,,,43,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq014,hpq06,hpq06_01,hpq06_02,,,,,,,,,,,,,,,,,,,1,
588,"Greedy Wolf Armguard",,,4,,2,53,,53,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,53,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq015,hpq07,hpq07_01,hpq07_02,,,,,,,,,,,,,,,,,,,1,
589,"Loyal Toast Armguard",,,4,,2,63,,63,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3000,,3000,,,,63,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq016,hpq08,hpq08_01,hpq08_02,,,,,,,,,,,,,,,,,,,1,
590,"Valiant Song Armguard",,,4,,2,73,,73,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,4000,,3000,,,,73,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq017,hpq09,hpq09_01,hpq09_02,,,,,,,,,,,,,,,,,,,1,
591,"Destroy King Armguard",,,4,,2,83,,83,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,5000,,3000,,,,83,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq018,hpq10,hpq10_01,hpq10_02,,,,,,,,,,,,,,,,,,,1,
592,"Blue Field Boots",,,5,,2,5,,5,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,150,,3000,,,,5,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq019,lpq02,lpq02_01,lpq02_01,,,,,,,,,,,,,,,,,,,1,
593,"Purple Crystal Boots",,,5,,2,15,,15,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,300,,3000,,,,15,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq020,lpq03,lpq03_01,lpq03_01,,,,,,,,,,,,,,,,,,,1,
594,"Sky Thunder Boots",,,5,,2,25,,25,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,900,,3000,,,,25,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq021,lpq04,lpq04_01,lpq04_02,,,,,,,,,,,,,,,,,,,1,
595,"Hundred Fights Boots",,,5,,2,35,,35,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1500,,3000,,,,35,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq022,lpq05,lpq05_01,lpq05_02,,,,,,,,,,,,,,,,,,,1,
596,"Demon Ruin Boots",,,5,,2,45,,45,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,45,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq023,lpq06,lpq06_01,lpq06_02,,,,,,,,,,,,,,,,,,,1,
597,"Greedy Wolf Boots",,,5,,2,55,,55,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,55,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq024,lpq07,lpq07_01,lpq07_02,,,,,,,,,,,,,,,,,,,1,
598,"Loyal Toast Boots",,,5,,2,65,,65,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,4500,,3000,,,,65,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq025,lpq08,lpq08_01,lpq08_02,,,,,,,,,,,,,,,,,,,1,
599,"Valiant Song Boots",,,5,,2,75,,75,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,6000,,3000,,,,75,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq026,lpq09,lpq09_01,lpq09_02,,,,,,,,,,,,,,,,,,,1,
600,"Destroy King Boots",,,5,,2,85,,85,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,7500,,3000,,,,85,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_idq027,lpq10,lpq10_01,lpq10_02,,,,,,,,,,,,,,,,,,,1,
601,"Blue Field Cuff",,,6,,2,2,,2,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,100,,3000,,,,2,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri01,,,,,,,,,,,,,,,,,,,,,,0,
602,"Purple Crystal Cuff",,,6,,2,12,,12,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,200,,3000,,,,12,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri02,,,,,,,,,,,,,,,,,,,,,,0,
603,"Sky Thunder Cuff",,,6,,2,22,,22,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,600,,3000,,,,22,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri03,,,,,,,,,,,,,,,,,,,,,,0,
604,"Hundred Fights Cuff",,,6,,2,32,,32,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1000,,3000,,,,32,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri04,,,,,,,,,,,,,,,,,,,,,,0,
605,"Demon Ruin Cuff",,,6,,2,42,,42,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1600,,3000,,,,42,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri05,,,,,,,,,,,,,,,,,,,,,,0,
606,"Greedy Wolf Cuff",,,6,,2,52,,52,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,52,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwri06,,,,,,,,,,,,,,,,,,,,,,0,
